Satellite Name,ADM,ORG,Long_nom,Date of bringing into use,Status,Expiry Date for Bringing Into Use,Provision,
SWOT-USA,USA,,N-GSO,16.02.2024,N,16.02.2024,11.2,
SYRACUSE-31E,F,,-5,31.08.2006,C,,11.2,
SYRACUSE-31H,F,,47,16.12.2005,C,,11.2,
SYRACUSE-3E,F,,-5,27.02.2003,C,,11.2,
SYRACUSE-3H,F,,47,27.02.2003,C,,11.2,
SYRACUSE-4E,F,,-5,31.08.2006,C,,11.2,
SYRACUSE-4H,F,,47,25.12.2005,C,,11.2,
TAIKI-109.65,J,,109.65,03.03.2001,C,,11.2,
TAIKI-109.65,J,,109.65,15.05.2006,C,,11.2,
TAIKI-109.65,J,,109.65,05.02.2016,C,,11.2,
TAIKI-109.65-34.5,J,,109.65,01.12.2000,C,,5.1.6,
TARANIS-A,F,,N-GSO,19.04.2025,N,19.04.2025,11.2,
TDRS 12W-R,USA,,-12,01.06.2015,C,,11.2,
TDRS 167.5W,USA,,-167.5,12.11.2008,C,,11.2,
TDRS 167.5W,USA,,-167.5,28.10.2011,C,,11.2,
TDRS 167.5W,USA,,-167.5,27.07.2012,C,,11.2,
TDRS 167.5W,USA,,-167.5,18.09.2013,C,,11.2,
TDRS 167.5W,USA,,-167.5,27.02.2014,C,,11.2,
TDRS 167.5W,USA,,-167.5,29.04.2014,C,,11.2,
TDRS 167.5W,USA,,-167.5,05.12.2014,C,,11.2,
TDRS 174W,USA,,-174,01.05.1990,C,,11.2,
TDRS 174W,USA,,-174,30.12.1995,C,,11.2,
TDRS 174W,USA,,-174,27.11.1997,C,,11.2,
TDRS 174W,USA,,-174,04.05.1998,C,,11.2,
TDRS 174W,USA,,-174,01.09.1998,C,,11.2,
TDRS 174W,USA,,-174,18.12.1999,C,,11.2,
TDRS 174W,USA,,-174,30.11.2000,C,,11.2,
TDRS 174W,USA,,-174,04.05.2002,C,,11.2,
TDRS 174W,USA,,-174,01.12.2002,C,,11.2,
TDRS 174W,USA,,-174,20.04.2004,C,,11.2,
TDRS 174W,USA,,-174,15.07.2004,C,,11.2,
TDRS 174W,USA,,-174,20.11.2004,C,,11.2,
TDRS 174W,USA,,-174,27.07.2012,C,,11.2,
TDRS 46W,USA,,-46,13.01.1993,C,,11.2,
TDRS 46W,USA,,-46,30.12.1995,C,,11.2,
TDRS 46W,USA,,-46,27.11.1997,C,,11.2,
TDRS 46W,USA,,-46,01.09.1998,C,,11.2,
TDRS 46W,USA,,-46,18.12.1999,C,,11.2,
TDRS 46W,USA,,-46,30.11.2000,C,,11.2,
TDRS 46W,USA,,-46,04.05.2002,C,,11.2,
TDRS 46W,USA,,-46,01.12.2002,C,,11.2,
TDRS 46W,USA,,-46,20.04.2004,C,,11.2,
TDRS 46W,USA,,-46,15.07.2004,C,,11.2,
TDRS 46W,USA,,-46,20.11.2004,C,,11.2,
TDRS 46W,USA,,-46,27.07.2012,C,,11.2,
TDRS 49W-R,USA,,-49,23.03.2019,C,,11.2,
TDRS 49W-R,USA,,-49,01.06.2024,N,01.06.2024,11.2,
TDRS 62W,USA,,-62,01.08.1991,C,,11.2,
TDRS 62W,USA,,-62,02.08.1991,C,,11.2,
TDRS 62W,USA,,-62,30.12.1995,C,,11.2,
TDRS 62W,USA,,-62,27.11.1997,C,,11.2,
TDRS 62W,USA,,-62,01.09.1998,C,,11.2,
TDRS 62W,USA,,-62,18.12.1999,C,,11.2,
TDRS 62W,USA,,-62,30.11.2000,C,,11.2,
TDRS 62W,USA,,-62,04.05.2002,C,,11.2,
TDRS 62W,USA,,-62,20.04.2004,C,,11.2,
TDRS 62W,USA,,-62,15.07.2004,C,,11.2,
TDRS 62W,USA,,-62,20.11.2004,C,,11.2,
TDRS 62W,USA,,-62,27.07.2012,C,,11.2,
TDRS 85E,USA,,85,07.02.1994,C,,11.2,
TDRS 85E,USA,,85,30.12.1995,C,,11.2,
TDRS 85E,USA,,85,01.05.1997,C,,11.2,
TDRS 85E,USA,,85,27.11.1997,C,,11.2,
TDRS 85E,USA,,85,18.12.1999,C,,11.2,
TDRS 85E,USA,,85,30.11.2000,C,,11.2,
TDRS 85E,USA,,85,04.05.2002,C,,11.2,
TDRS 85E,USA,,85,20.04.2004,C,,11.2,
TDRS 85E,USA,,85,15.07.2004,C,,11.2,
TDRS 85E,USA,,85,20.11.2004,C,,11.2,
TDRS 85E,USA,,85,27.07.2012,C,,11.2,
TDRS 89E,USA,,89,12.04.2007,C,,11.2,
TDRS 89E,USA,,89,28.10.2011,C,,11.2,
TDRS 89E,USA,,89,27.07.2012,C,,11.2,
TDRS 89E,USA,,89,27.02.2014,C,,11.2,
TDRS 89E,USA,,89,05.12.2014,C,,11.2,
TDRS EAST,USA,,-41,04.04.1983,C,,11.2,
TDRS EAST,USA,,-41,30.12.1995,C,,11.2,
TDRS EAST,USA,,-41,27.11.1997,C,,11.2,
TDRS EAST,USA,,-41,01.09.1998,C,,11.2,
TDRS EAST,USA,,-41,18.12.1999,C,,11.2,
TDRS EAST,USA,,-41,30.11.2000,C,,11.2,
TDRS EAST,USA,,-41,01.01.2002,C,,11.2,
TDRS EAST,USA,,-41,04.05.2002,C,,11.2,
TDRS EAST,USA,,-41,20.04.2004,C,,11.2,
TDRS EAST,USA,,-41,15.07.2004,C,,11.2,
TDRS EAST,USA,,-41,20.11.2004,C,,11.2,
TDRS EAST,USA,,-41,27.07.2012,C,,11.2,
TDRS WEST,USA,,-171,29.09.1988,C,,11.2,
TDRS WEST,USA,,-171,30.12.1995,C,,11.2,
TDRS WEST,USA,,-171,27.11.1997,C,,11.2,
TDRS WEST,USA,,-171,04.05.1998,C,,11.2,
TDRS WEST,USA,,-171,01.09.1998,C,,11.2,
TDRS WEST,USA,,-171,18.12.1999,C,,11.2,
TDRS WEST,USA,,-171,30.06.2000,C,,11.2,
TDRS WEST,USA,,-171,30.11.2000,C,,11.2,
TDRS WEST,USA,,-171,04.05.2002,C,,11.2,
TDRS WEST,USA,,-171,20.04.2004,C,,11.2,
TDRS WEST,USA,,-171,15.07.2004,C,,11.2,
TDRS WEST,USA,,-171,20.11.2004,C,,11.2,
TDRS WEST,USA,,-171,27.07.2012,C,,11.2,
TDRS-EAST-ISS,USA,,-41,29.06.2009,C,,11.2,
TECHDEMOSAT-1,G,,N-GSO,22.10.2014,C,,11.2,
TECHDEMOSAT-1,G,,N-GSO,11.02.2015,C,,11.2,
TECHNOSAT,D,,N-GSO,14.07.2017,C,,11.2,
TECHNOSAT AMATEUR,D,,N-GSO,14.07.2017,C,,11.2,
TELECOM-2A,F,,-8,05.05.1992,C,,11.2,
TELECOM-2A,F,,-8,30.01.1993,C,,11.2,
TELECOM-2A,F,,-8,01.01.1995,C,,11.2,
TELECOM-2B,F,,-5,15.04.1992,C,,11.2,
TELECOM-2B,F,,-5,01.07.1992,C,,11.2,
TELECOM-2B,F,,-5,30.01.1993,C,,11.2,
TELECOM-2B,F,,-5,01.01.1995,C,,11.2,
TELECOM-2C,F,,3,01.06.1992,C,,11.2,
TELECOM-2C,F,,3,30.01.1993,C,,11.2,
TELECOM-2C,F,,3,01.01.1995,C,,11.2,
TELECOM-30B,F,,-8,18.10.2001,C,,A30B#8.1,
TELECOM-3A,F,,-8,28.06.2003,C,,11.2,
TELECOM-3B,F,,-5,28.06.2003,C,,11.2,
TELECOM-3C,F,,3,28.06.2003,C,,11.2,
TELECOM-4A,F,,-8,14.06.2007,C,,11.2,
TELECOM-4B,F,,-5,09.09.2002,C,,11.2,
TELECOM-4C,F,,3,01.01.2008,C,,11.2,
TELEOS-1,SNG,,N-GSO,16.12.2015,C,,11.2,
TELE-X,S,,5,02.04.1989,C,,5.1.2,
TELE-X,S,NOT,5,02.04.1989,C,,11.2,
TELE-X,S,,5,20.04.1989,C,,5.1.6,
TELKOM-108E,INS,,108,15.10.2016,C,,11.2,
TERRASAR,D,,N-GSO,31.05.2007,C,,11.2,
TERRASAR,D,,N-GSO,15.06.2007,C,,11.2,
TERRASAR,D,,N-GSO,30.09.2009,C,,11.2,
TERRASAR,D,,N-GSO,21.10.2009,C,,11.2,
TERRASAR,D,,N-GSO,21.06.2010,C,,11.2,
TESS,USA,,N-GSO,18.04.2018,C,,11.2,
TET-1,D,,N-GSO,22.07.2012,C,,11.2,
TET-X,D,,N-GSO,22.06.2016,C,,11.2,
TFSTAR,CHN,,N-GSO,07.12.2018,C,,11.2,
THAICOM-A2,THA,,78.5,07.10.1994,C,,11.2,
THAICOM-A2B,THA,,78.5,17.04.1997,C,,11.2,
THAICOM-A2B,THA,,78.5,15.08.2003,C,,11.2,
THAICOM-A3,THA,,120,23.06.1997,C,,11.2,
THAICOM-A3B,THA,,120,14.03.2004,C,,11.2,
THAICOM-AK2,THA,,78.5,17.12.1993,C,,11.2,
THAICOM-C1,THA,,50.5,18.07.2003,C,,11.2,
THAICOM-G1K,THA,,78.5,29.06.2007,C,,11.2,
THAICOM-G3K,THA,,142,29.06.2007,C,,11.2,
THAICOM-IP1,THA,,119.5,11.08.2005,C,,11.2,
THAICOM-N1,THA,,50.5,12.10.2010,C,,11.2,
THAICOM-N2,THA,,78.5,12.10.2011,C,,11.2,
THAICOM-N3,THA,,120,14.06.2008,C,,11.2,
THAICOM-P3,THA,,119.5,07.06.2018,C,,11.2,
THAICOM-Q2,THA,,78.5,01.07.2016,C,,11.2,
THEMIS,USA,,N-GSO,17.02.2007,C,,11.2,
THEMIS-LUNAR,USA,,N-GSO,15.06.2009,C,,11.2,
THEOS,THA,,N-GSO,01.10.2008,C,,11.2,
THEOS2,THA,,N-GSO,17.11.2025,N,19.08.2026,11.2,
THEOS2,THA,,N-GSO,19.08.2026,N,19.08.2026,11.2,
THEOS2-SMALLSAT,THA,,N-GSO,02.03.2028,N,02.03.2028,11.2,
THUMBSAT-1,MEX,,N-GSO,09.03.2025,N,09.03.2025,11.2,
TIANGONG,CHN,,N-GSO,29.04.2021,N,10.01.2026,11.2,
TIANQI,CHN,,N-GSO,30.09.2018,C,,11.2,
TIANWANG,CHN,,N-GSO,06.05.2012,C,,11.2,
TIANWANG,CHN,,N-GSO,20.03.2018,C,,11.2,
TIANYAN,CHN,,N-GSO,20.12.2019,C,,11.2,
TIANZHI-01,CHN,,N-GSO,20.11.2018,C,,11.2,
TIANZHOU,CHN,,N-GSO,20.04.2017,C,,11.2,
TIMED,USA,,N-GSO,07.12.2001,C,,11.2,
TISAT-1,SUI,,N-GSO,15.06.2010,C,,11.2,
TKSAT-2,BOL,,-34.8,30.01.2025,N,30.07.2025,11.2,
TONGASAT AP-2,TON,,134,21.07.1993,C,,11.2,
TONGASAT AP-3,TON,,138,23.07.1994,C,,11.2,
TONGASAT C/KU-2,TON,,134,21.07.1993,C,,11.2,
TONGASAT C/KU-2,TON,,134,01.02.1999,C,,11.2,
TONGASAT C/KU-3,TON,,138,01.02.1999,C,,11.2,
TONGASAT-2/134E,TON,,134,14.05.2009,C,,11.2,
TONGASAT-2/138E,TON,,138,14.05.2009,C,,11.2,
TONGASAT-H70,TON,,70,26.10.2001,C,,11.2,
TOR-10M,RUS,,130,02.09.2005,C,,11.2,
TOR-11M,RUS,,-3,02.09.2005,C,,11.2,
TOR-12M,RUS,,14,02.09.2005,C,,11.2,
TOR-13M,RUS,,58,02.09.2005,C,,11.2,
TOR-14M,RUS,,69,02.09.2005,C,,11.2,
TOR-15M,RUS,,1,22.09.2006,C,,11.2,
TOR-16M,RUS,,49,22.09.2006,C,,11.2,
TOR-17M,RUS,,70,22.09.2006,C,,11.2,
TOR-17M,RUS,,70,14.10.2006,C,,11.2,
TOR-18M,RUS,,12,22.09.2006,C,,11.2,
TOR-1M,RUS,,-26.5,02.09.2005,C,,11.2,
TOR-2M,RUS,,35,22.09.2006,C,,11.2,
TOR-3,RUS,,45,01.07.1992,C,,11.2,
TOR-4,RUS,,85,01.09.1992,C,,11.2,
TOR-4M,RUS,,85,22.09.2006,C,,11.2,
TOR-5,RUS,,-170,15.07.1992,C,,11.2,
TOR-5M,RUS,,-170,22.09.2006,C,,11.2,
TOR-6,RUS,,128,01.02.1994,C,,11.2,
TOR-6M,RUS,,128,22.09.2006,C,,11.2,
TOR-7M,RUS,,24,02.09.2005,C,,11.2,
TOR-8M,RUS,,8,02.09.2005,C,,11.2,
TOR-9M,RUS,,-25,02.09.2005,C,,11.2,
TRISAT,SVN,,N-GSO,03.09.2020,C,,11.2,
TRISAT-R,SVN,,N-GSO,13.07.2022,C,,11.2,
TRISAT-S,SVN,,N-GSO,01.07.2023,N,14.04.2029,11.2,
TRITON1,HOL,,N-GSO,01.11.2012,C,,11.2,
TRITON1,HOL,,N-GSO,01.01.2013,C,,11.2,
TRITON-X-LIS,LUX,,N-GSO,01.02.2024,N,07.02.2026,11.2,
TROPICS,USA,,N-GSO,10.07.2026,N,10.07.2026,11.2,
TRSI,D,,N-GSO,02.05.2022,C,,11.2,
TSUBAME,J,,N-GSO,06.11.2014,C,,11.2,
TSYKADA,RUS,,N-GSO,01.01.1990,C,,11.2,
TSYKADA,RUS,,N-GSO,31.12.1996,C,,11.2,
TTU100,EST,,N-GSO,06.06.2024,N,06.06.2024,11.2,
TTU101,EST,,N-GSO,01.01.2019,C,,11.2,
TUBIN,D,,N-GSO,30.06.2021,C,,11.2,
TUBSAT,D,,N-GSO,06.07.2019,C,,11.2,
TUPAK KATARI-1,BOL,,-87.2,29.03.2014,C,,11.2,
TURKSAT-1A,TUR,,42,01.01.1994,C,,11.2,
TURKSAT-1A,TUR,,42,01.09.1994,C,,11.2,
TURKSAT-1B,TUR,,31,15.10.1996,C,,11.2,
TURKSAT-1C,TUR,,50,28.12.1998,C,,11.2,
TURKSAT-1D,TUR,,42,26.09.1996,C,,11.2,
TURKSAT-2B,TUR,,31,22.06.2008,C,,11.2,
TURKSAT-31E-A,TUR,,31,20.02.2008,C,,11.2,
TURKSAT-31E-B,TUR,,31,08.05.2014,C,,11.2,
TURKSAT-31E-C,TUR,,31,06.05.2014,C,,11.2,
TURKSAT-31E-D,TUR,,31,13.07.2020,C,,11.2,
TURKSAT-31E-F,TUR,,31,05.05.2021,C,,11.2,
TURKSAT-42E-A,TUR,,42,20.02.2008,C,,11.2,
TURKSAT-42E-B,TUR,,42,13.06.2014,C,,11.2,
TURKSAT-42E-C,TUR,,42,13.06.2014,C,,11.2,
TURKSAT-42E-F,TUR,,42,11.12.2021,C,,11.2,
TURKSAT-42E-F,TUR,,42,17.05.2022,C,,11.2,
TURKSAT-42E-FSS,TUR,,42,20.08.2015,C,,A30B#8.1,
TURKSAT-42E-FSS-2,TUR,,42,17.05.2022,C,,A30B#8.1,
TURKSAT-50E-A,TUR,,50,20.02.2008,C,,11.2,
TURKSAT-50E-B,TUR,,50,23.02.2014,C,,11.2,
TURKSAT-50E-C,TUR,,50,23.10.2015,C,,11.2,
TURKSAT-50E-F,TUR,,50,12.11.2021,C,,11.2,
TURKSAT-BSS,TUR,,42,29.01.2001,C,,5.1.2,
TURKSAT-BSS,TUR,,42,29.01.2001,C,,5.1.6,
TURKSAT-BSS-42E,TUR,,42,13.06.2014,C,,5.1.2,
TURKSAT-BSS-42E,TUR,,42,13.06.2014,C,,5.1.6,
TURKSAT-BSS-T-42E,TUR,,42,13.06.2014,C,,11.2,
TURKSAT-C50E,TUR,,50,04.02.2002,C,,11.2,
TURKSAT-K1,TUR,,31,15.10.1996,C,,11.2,
TURKSAT-K2,TUR,,42,18.03.1994,C,,11.2,
TURKSAT-K3,TUR,,50,28.12.1998,C,,11.2,
TURKSAT-KX,TUR,,42,29.01.2001,C,,11.2,
TWSAT,IND,,N-GSO,28.04.2008,C,,11.2,
TXIN,CHN,,N-GSO,14.09.2021,C,,11.2,
TY2,CHN,,N-GSO,17.01.2018,C,,11.2,
TY4,CHN,,N-GSO,01.03.2018,C,,11.2,
TY6,CHN,,N-GSO,17.01.2018,C,,11.2,
UCTS-ISS,RUS,,N-GSO,06.06.2013,C,,11.2,
UCTS-ISS,RUS,,N-GSO,01.05.2018,C,,11.2,
UCTS-ISS,RUS,,N-GSO,09.05.2019,C,,11.2,
UKBSS-18W,G,,-18,14.04.2021,C,,5.1.2,
UKDIGISAT-3,G,,-33.5,28.02.2011,C,,11.2,
UKDIGISAT-4A,G,,-33.5,08.07.2014,C,,5.1.2,
UKDIGISAT-4A,G,,-33.5,08.09.2014,C,,5.1.6,
UKDSAT-A2,G,,-33.5,02.04.2014,C,,11.2,
UKDSAT-B1,G,,31,23.04.2018,C,,11.2,
UKDSAT-G,G,,159,18.05.2021,C,,11.2,
UKFSS-18W,G,,-18,21.04.2021,C,,A30B#8.1,
UKJKSAT-1,G,,31,05.01.2011,C,,11.2,
UK-KA-1,G,,-70,04.12.2017,C,,11.2,
UK-KA-7,G,,-79,24.10.2019,C,,11.2,
UK-KA-7R,G,,-79,24.10.2019,C,,11.2,
UKMMSAT-A2,G,,-33.5,03.03.2016,C,,11.2,
UKMMSAT-A4,G,,-33.5,17.08.2018,C,,A30B#8.1,
UKMMSAT-B,G,,-33.5,19.08.2018,C,,11.2,
UKMMSAT-B_1,G,,-33.5,19.08.2018,C,,11.2,
UKMMSAT-B1,G,,31,08.02.2016,C,,11.2,
UKMMSAT-B1-TTC-C,G,,31,06.08.2012,C,,11.2,
UKMMSAT-B1-TTC-C,G,,31,15.08.2012,C,,11.2,
UKNETSAT-18W,G,,-18,25.03.2020,C,,11.2,
UKSAT-10,G,,-95,01.09.2007,C,,11.2,
UKSAT-14,G,,-107,23.02.2014,C,,11.2,
UKSAT-31,G,,-95,31.05.2023,N,31.05.2023,11.2,
UKSAT-31,G,,-95,31.03.2024,N,31.03.2024,11.2,
UKSAT-KU-4,G,,-76,23.06.2014,C,,11.2,
ULLORIAQ,DNK,,N-GSO,02.02.2018,C,,11.2,
UNIFORM-1,J,,N-GSO,26.08.2014,C,,11.2,
UNISAT-6,I,,N-GSO,19.06.2014,C,,11.2,
UPMSAT-2,E,,N-GSO,03.09.2020,C,,11.2,
URDANETA,E,,N-GSO,25.05.2022,C,,11.2,
USABSN-12A,USA,,-103,25.08.2015,C,,11.2,
USABSN-13A,USA,,-99,18.03.2015,C,,11.2,
USABSN-25,USA,,-79,27.05.2015,C,,11.2,
USABSS-1,USA,,-101.2,17.12.1993,C,,5.1.2/5.1.6,
USABSS-1,USA,,-101.2,18.01.1994,C,,11.2,
USABSS-10,USA,,-119,01.04.1998,C,,11.2,
USABSS-10,USA,,-119,01.07.1998,C,,5.1.2/5.1.6,
USABSS-13,USA,,-101.2,30.12.2001,C,,5.1.2/5.1.6,
USABSS-14,USA,,-119,21.02.2002,C,,5.1.2/5.1.6,
USABSS-15,USA,,-110,22.08.2002,C,,5.1.2/5.1.6,
USABSS-16,USA,,-110,01.08.2002,C,,5.1.2/5.1.6,
USABSS-17,USA,,-61.5,15.10.2003,C,,11.2,
USABSS-17,USA,,-61.5,15.10.2003,C,,5.1.2/5.1.6,
USABSS-18,USA,,-119,04.06.2004,C,,5.1.2/5.1.6,
USABSS-19,USA,,-100.85,25.06.2005,C,,5.1.2/5.1.6,
USABSS-1M,USA,,-110,01.10.1999,C,,5.1.2/5.1.6,
USABSS-1R,USA,,-101.2,15.08.1999,C,,5.1.2/5.1.6,
USABSS-2,USA,,-100.8,03.08.1994,C,,5.1.2/5.1.6,
USABSS-2,USA,,-100.8,01.09.1994,C,,11.2,
USABSS-21,USA,,-101,17.12.2012,C,,5.1.2/5.1.6,
USABSS-21,USA,,-101,08.04.2013,C,,11.2,
USABSS-24,USA,,-100.8,25.06.2005,C,,5.1.2/5.1.6,
USABSS-26,USA,,-110,08.06.2014,C,,5.1.2/5.1.6,
USABSS-29,USA,,85.15,30.12.2013,C,,5.1.2,
USABSS-2A,USA,,-100.85,24.07.1995,C,,5.1.2/5.1.6,
USABSS-3,USA,,-119.2,28.12.1995,C,,5.1.2/5.1.6,
USABSS-30,USA,,-110,30.12.2015,C,,11.2,
USABSS-30,USA,,-110,30.12.2015,C,,5.1.2/5.1.6,
USABSS-31,USA,,-119,20.04.2010,C,,5.1.2/5.1.6,
USABSS-34,USA,,-31.5,23.12.2017,C,,5.1.2,
USABSS-36,USA,,-110.1,04.06.2012,C,,5.1.2/5.1.6,
USABSS-37,USA,,-61.5,01.12.2012,C,,5.1.2/5.1.6,
USABSS-38,USA,,72,11.09.2020,C,,5.1.2,
USABSS-4,USA,,-118.8,10.12.1996,C,,5.1.2/5.1.6,
USABSS-41,USA,,-109.9,12.05.2022,C,,5.1.2/5.1.6,
USABSS-5,USA,,-109.8,23.09.1999,C,,5.1.2/5.1.6,
USABSS-6,USA,,-110.2,15.09.1998,C,,11.2,
USABSS-6,USA,,-110.2,15.07.2000,C,,5.1.2/5.1.6,
USABSS-7A,USA,,-119,30.06.2002,C,,5.1.2/5.1.6,
USABSS-8,USA,,-61.5,01.11.1997,C,,11.2,
USABSS-8,USA,,-61.5,05.11.1997,C,,5.1.2/5.1.6,
USABSS-9,USA,,-148,14.12.2000,C,,5.1.2/5.1.6,
USASAT-13I,USA,,-45,01.01.1988,C,,11.2,
USASAT-13I,USA,,-45,01.01.1989,C,,11.2,
USASAT-13I,USA,,-45,01.12.1996,C,,11.2,
USASAT-14G,USA,,169,08.07.1994,C,,11.2,
USASAT-14H,USA,,166,09.10.1998,C,,11.2,
USASAT-14I,USA,,68.5,03.08.1995,C,,11.2,
USASAT-14I-3,USA,,68.5,17.11.2005,C,,11.2,
USASAT-14J,USA,,72,30.09.1999,C,,11.2,
USASAT-14J,USA,,72,21.12.2007,C,,11.2,
USASAT-14J-2,USA,,72,30.09.1999,C,,11.2,
USASAT-14K,USA,,172,30.09.1997,C,,11.2,
USASAT-14K,USA,,172,19.05.2001,C,,11.2,
USASAT-14K,USA,,172,15.12.2005,C,,11.2,
USASAT-14L,USA,,-15,10.12.1999,C,,11.2,
USASAT-21A,USA,,-135,21.02.1995,C,,11.2,
USASAT-22A,USA,,-133,19.02.1994,C,,11.2,
USASAT-22B,USA,,-125,13.03.1992,C,,11.2,
USASAT-22G,USA,,-137,01.04.1996,C,,11.2,
USASAT-22H,USA,,-131,03.04.1996,C,,11.2,
USASAT-22I,USA,,-139,14.07.1991,C,,11.2,
USASAT-22J,USA,,-137,31.01.2004,C,,11.2,
USASAT-22K,USA,,-135,31.01.2004,C,,11.2,
USASAT-23F,USA,,-95,03.12.1997,C,,11.2,
USASAT-23G,USA,,-121,31.01.2004,C,,11.2,
USASAT-23H,USA,,-105,31.01.2001,C,,11.2,
USASAT-24D,USA,,-97,23.05.1997,C,,11.2,
USASAT-24E,USA,,-89,23.09.1995,C,,11.2,
USASAT-24F,USA,,-103,31.12.1997,C,,11.2,
USASAT-24J,USA,,-99,24.06.1993,C,,11.2,
USASAT-24K,USA,,-91,27.10.1992,C,,11.2,
USASAT-24L,USA,,-95,15.12.1995,C,,11.2,
USASAT-24N,USA,,-129,02.11.1999,C,,11.2,
USASAT-24O,USA,,-127,24.05.1996,C,,11.2,
USASAT-24P,USA,,-123,24.08.1998,C,,11.2,
USASAT-24Q,USA,,-77,01.06.1996,C,,11.2,
USASAT-24Q,USA,,-77,20.12.2004,C,,11.2,
USASAT-24Q,USA,,-77,26.08.2005,C,,11.2,
USASAT-24S,USA,,-93,31.01.2004,C,,11.2,
USASAT-24T,USA,,-87,31.01.2004,C,,11.2,
USASAT-24U,USA,,-85,31.01.2004,C,,11.2,
USASAT-24V,USA,,-83,31.01.2004,C,,11.2,
USASAT-24W,USA,,-79,31.01.2004,C,,11.2,
USASAT-25A,USA,,-37.5,20.05.1994,C,,11.2,
USASAT-25A-1,USA,,-37.5,03.02.2005,C,,11.2,
USASAT-25C,USA,,-43,12.01.1996,C,,11.2,
USASAT-25D,USA,,-45,30.12.1998,C,,11.2,
USASAT-25G,USA,,-58,28.08.1997,C,,11.2,
USASAT-26A,USA,,-37.5,20.01.1995,C,,11.2,
USASAT-26A,USA,,-37.5,26.02.2009,C,,11.2,
USASAT-26C,USA,,-43,01.10.1994,C,,11.2,
USASAT-26G,USA,,-58,28.08.1997,C,,11.2,
USASAT-26G-3,USA,,-58,21.12.2007,C,,11.2,
USASAT-28C,USA,,N-GSO,27.03.2000,C,,11.2,
USASAT-28C,USA,,N-GSO,27.07.2000,C,,11.2,
USASAT-28C,USA,,N-GSO,02.01.2002,C,,11.2,
USASAT-28F,USA,,-85.1,28.02.2005,C,,11.2,
USASAT-28G,USA,,-115,30.10.2006,C,,11.2,
USASAT-28K,USA,,-85.2,01.10.2006,C,,11.2,
USASAT-28K,USA,,-85.2,29.12.2010,C,,11.2,
USASAT-28N,USA,,-116.15,25.11.2014,C,,11.2,
USASAT-28O,USA,,-86.15,22.11.2017,C,,11.2,
USASAT-30A,USA,,N-GSO,15.09.2016,C,,11.2,
USASAT-30A,USA,,N-GSO,18.02.2020,C,,11.2,
USASAT-30B,USA,,N-GSO,15.12.1999,C,,11.2,
USASAT-30B,USA,,N-GSO,16.12.1999,C,,11.2,
USASAT-30E,USA,,N-GSO,01.02.2021,C,,11.2,
USASAT-30F,USA,,N-GSO,11.02.2014,C,,11.2,
USASAT-30H-LM,USA,,N-GSO,12.01.2018,C,,11.2,
USASAT-30H-LM,USA,,N-GSO,03.12.2018,C,,11.2,
USASAT-31G,USA,,-121,07.08.2003,C,,11.2,
USASAT-31K,USA,,-105,25.06.2005,C,,11.2,
USASAT-31L,USA,,-103,25.06.2005,C,,11.2,
USASAT-31M,USA,,-101,24.06.2005,C,,11.2,
USASAT-31N,USA,,-99,24.06.2005,C,,11.2,
USASAT-31S,USA,,-89,25.06.2005,C,,11.2,
USASAT-31U,USA,,-85,25.06.2005,C,,11.2,
USASAT-35A,USA,,-131,04.11.2004,C,,11.2,
USASAT-35C,USA,,-127,01.05.2005,C,,11.2,
USASAT-35D,USA,,-125,06.02.2004,C,,11.2,
USASAT-35E,USA,,-123,01.05.2005,C,,11.2,
USASAT-35G,USA,,-105,17.12.2005,C,,11.2,
USASAT-35H,USA,,-103,11.11.1999,C,,11.2,
USASAT-35I,USA,,-101,22.12.1999,C,,11.2,
USASAT-35J,USA,,-99,01.05.2005,C,,11.2,
USASAT-35K,USA,,-97,31.01.2005,C,,11.2,
USASAT-35L,USA,,-95,01.05.2005,C,,11.2,
USASAT-35M,USA,,-93,31.01.2005,C,,11.2,
USASAT-35N,USA,,-91,01.05.2005,C,,11.2,
USASAT-35O,USA,,-89,01.08.2005,C,,11.2,
USASAT-35O,USA,,-89,16.12.2005,C,,11.2,
USASAT-35P,USA,,-87,11.11.1999,C,,11.2,
USASAT-35Q,USA,,-85,24.12.2005,C,,11.2,
USASAT-35R,USA,,-83,24.12.2005,C,,11.2,
USASAT-35T,USA,,-79,30.10.1998,C,,11.2,
USASAT-35W,USA,,-72,30.06.2001,C,,11.2,
USASAT-35Y,USA,,-133,01.05.2005,C,,11.2,
USASAT-50A,USA,,-127,21.09.2011,C,,11.2,
USASAT-50B,USA,,-133,21.09.2011,C,,11.2,
USASAT-50C,USA,,-125,21.09.2011,C,,11.2,
USASAT-50D,USA,,-43,05.12.2007,C,,11.2,
USASAT-55E,USA,,-43,15.01.2008,C,,A30B#8.1,
USASAT-55E-1,USA,,-43,22.07.2019,C,,11.2,
USASAT-55F,USA,,-43,17.01.2008,C,,11.2,
USASAT-55J,USA,,-1,19.09.2013,C,,11.2,
USASAT-55L,USA,,169,12.06.2017,C,,11.2,
USASAT-55N,USA,,85,19.09.2016,C,,11.2,
USASAT-55Q,USA,,66,14.09.2017,C,,11.2,
USASAT-55R,USA,,180,14.09.2017,C,,11.2,
USASAT-55S,USA,,-58,09.05.2018,C,,11.2,
USASAT-55T,USA,,-53,07.12.2018,C,,11.2,
USASAT-55U,USA,,-55.5,28.05.2019,C,,11.2,
